author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
"Peng Peng 0002, Raymond Chi-Wing Wong",Skyline Queries and Pareto Optimality.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_80684,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/s2.html#0002W18,,,,,reference/db/2018,,,,
Luc Bouganim,Query Load Balancing in Parallel Database Systems.,,2009,2268-2272,https://doi.org/10.1007/978-0-387-39940-9_1080,,Encyclopedia of Database Systems,,,,,,db/reference/db/q.html#Bouganim09a,,,,,reference/db/2009,,,,
,JD.,,2009,1580,https://doi.org/10.1007/978-0-387-39940-9_2903,,Encyclopedia of Database Systems,,,,,,db/reference/db/j.html#X09g,,,,,reference/db/2009,,,,
,Object Detection and Recognition.,,2009,1935,https://doi.org/10.1007/978-0-387-39940-9_3173,,Encyclopedia of Database Systems,,,,,,db/reference/db/o.html#X09xmr,,,,,reference/db/2009,,,,
,Multimedia Information Retrieval.,,2009,1820,https://doi.org/10.1007/978-0-387-39940-9_3109,,Encyclopedia of Database Systems,,,,,,db/reference/db/m.html#X09xki,,,,,reference/db/2009,,,,
,Implementation Abstraction.,,2009,1395,https://doi.org/10.1007/978-0-387-39940-9_2820,,Encyclopedia of Database Systems,,,,,,db/reference/db/i.html#X09xbc,,,,,reference/db/2009,,,,
Alexander Borgida,Description Logics.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_1310,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/d2.html#Borgida18,,,,,reference/db/2018,,,,
Kazuhisa Fujimoto,Checksum and Cyclic Redundancy Check Mechanism.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_1474,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/c2.html#Fujimoto18a,,,,,reference/db/2018,,,,
"Mouna Kacimi, Thomas Neumann 0001",System R (R*) Optimizer.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_384,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/s2.html#Kacimi018,,,,,reference/db/2018,,,,
,Clustering Index.,,2009,378,https://doi.org/10.1007/978-0-387-39940-9_2216,,Encyclopedia of Database Systems,,,,,,db/reference/db/c.html#X09gk,,,,,reference/db/2009,,,,
Robert A. Amsler,Electronic Dictionary.,,2009,965-967,https://doi.org/10.1007/978-0-387-39940-9_809,,Encyclopedia of Database Systems,,,,,,db/reference/db/e.html#Amsler09,,,,,reference/db/2009,,,,
"Ralf Schenkel, Martin Theobald",Integrated DB&IR Semi-Structured Text Retrieval.,,2009,1543-1546,https://doi.org/10.1007/978-0-387-39940-9_206,,Encyclopedia of Database Systems,,,,,,db/reference/db/i.html#SchenkelT09,,,,,reference/db/2009,,,,
"Christian S. Jensen, Richard T. Snodgrass",Variable Time Span.,,2009,3259,https://doi.org/10.1007/978-0-387-39940-9_1431,,Encyclopedia of Database Systems,,,,,,db/reference/db/v.html#JensenS09aa,,,,,reference/db/2009,,,,
Valérie Gouet-Brunet,Image Representation.,,2009,1374-1379,https://doi.org/10.1007/978-0-387-39940-9_1438,,Encyclopedia of Database Systems,,,,,,db/reference/db/i.html#Gouet-Brunet09a,,,,,reference/db/2009,,,,
"Jordan T. Hastings, Linda L. Hill",Georeferencing.,,2009,1246-1249,https://doi.org/10.1007/978-0-387-39940-9_181,,Encyclopedia of Database Systems,,,,,,db/reference/db/g.html#HastingsH09,,,,,reference/db/2009,,,,
David W. Embley,Key.,,2009,1587-1588,https://doi.org/10.1007/978-0-387-39940-9_811,,Encyclopedia of Database Systems,,,,,,db/reference/db/k.html#Embley09,,,,,reference/db/2009,,,,
Bettina Kemme,Replication for High Availability.,,2009,2397-2402,https://doi.org/10.1007/978-0-387-39940-9_313,,Encyclopedia of Database Systems,,,,,,db/reference/db/r.html#Kemme09d,,,,,reference/db/2009,,,,
"Esteban Zimányi, Christine Parent, Stefano Spaccapietra",Semantic Modeling for Geographic Information Systems.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_336,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/s2.html#ZimanyiPS18,,,,,reference/db/2018,,,,
,Tapes.,,2009,2908,https://doi.org/10.1007/978-0-387-39940-9_3750,,Encyclopedia of Database Systems,,,,,,db/reference/db/t.html#X09xxfq,,,,,reference/db/2009,,,,
Yannis Velegrakis,Updates through Views.,,2009,3244-3247,https://doi.org/10.1007/978-0-387-39940-9_847,,Encyclopedia of Database Systems,,,,,,db/reference/db/u.html#Velegrakis09a,,,,,reference/db/2009,,,,
Michael Rys,XML Element.,,2009,3585,https://doi.org/10.1007/978-0-387-39940-9_795,,Encyclopedia of Database Systems,,,,,,db/reference/db/x.html#Rys09c,,,,,reference/db/2009,,,,
,Information Retrieval Models/Metrics/Operations.,,2009,1528,https://doi.org/10.1007/978-0-387-39940-9_2860,,Encyclopedia of Database Systems,,,,,,db/reference/db/i.html#X09xcg,,,,,reference/db/2009,,,,
Ning Liu,Topic Detection and Tracking.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_430,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/t2.html#Liu18f,,,,,reference/db/2018,,,,
,Replica Consistency.,,2009,2383,https://doi.org/10.1007/978-0-387-39940-9_3465,,Encyclopedia of Database Systems,,,,,,db/reference/db/r.html#X09xwh,,,,,reference/db/2009,,,,
,Automatic Induction.,,2009,187,https://doi.org/10.1007/978-0-387-39940-9_2091,,Encyclopedia of Database Systems,,,,,,db/reference/db/a.html#X09cf,,,,,reference/db/2009,,,,
"Ethan Zhang, Yi Zhang 0001",Standard Effectiveness Measures.,,2009,2776-2779,https://doi.org/10.1007/978-0-387-39940-9_475,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#ZhangZ09e,,,,,reference/db/2009,,,,
,Search Advertising.,,2009,2512,https://doi.org/10.1007/978-0-387-39940-9_3539,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#X09xyw,,,,,reference/db/2009,,,,
Dietmar Wolfram,Clustering for Post Hoc Information Retrieval.,,2009,375-378,https://doi.org/10.1007/978-0-387-39940-9_950,,Encyclopedia of Database Systems,,,,,,db/reference/db/c.html#Wolfram09,,,,,reference/db/2009,,,,
Kazuo Goda,Network Attached Secure Device.,,2009,1899-1900,https://doi.org/10.1007/978-0-387-39940-9_1466,,Encyclopedia of Database Systems,,,,,,db/reference/db/n.html#Goda09h,,,,,reference/db/2009,,,,
"Gillian Dobbie, Tok Wang Ling",Functional Dependencies for Semi-Structured Data.,,2009,1198-1200,https://doi.org/10.1007/978-0-387-39940-9_5040,,Encyclopedia of Database Systems,,,,,,db/reference/db/f.html#DobbieL09,,,,,reference/db/2009,,,,
,Cataloging.,,2009,309,https://doi.org/10.1007/978-0-387-39940-9_2162,,Encyclopedia of Database Systems,,,,,,db/reference/db/c.html#X09er,,,,,reference/db/2009,,,,
Roberto A. Rocha,Clinical Knowledge Repository.,,2009,356-359,https://doi.org/10.1007/978-0-387-39940-9_57,,Encyclopedia of Database Systems,,,,,,db/reference/db/c.html#Rocha09,,,,,reference/db/2009,,,,
,Audit Trail.,,2009,172,https://doi.org/10.1007/978-0-387-39940-9_2078,,Encyclopedia of Database Systems,,,,,,db/reference/db/a.html#X09bu,,,,,reference/db/2009,,,,
"Christian Thomsen 0001, Torben Bach Pedersen",Data Warehousing in Cloud Environments.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_80623,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/d2.html#0001P18,,,,,reference/db/2018,,,,
"Panos K. Chrysanthis, Krithi Ramamritham",Extended Transaction Models and the ACTA Framework.,,2009,1091-1092,https://doi.org/10.1007/978-0-387-39940-9_715,,Encyclopedia of Database Systems,,,,,,db/reference/db/e.html#ChrysanthisR09,,,,,reference/db/2009,,,,
,Enterprise Information Integration.,,2009,997,https://doi.org/10.1007/978-0-387-39940-9_2546,,Encyclopedia of Database Systems,,,,,,db/reference/db/e.html#X09rw,,,,,reference/db/2009,,,,
Christian Fluhr,Information Filtering.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_951,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/i2.html#Fluhr18,,,,,reference/db/2018,,,,
Nick Craswell,Success at n.,,2009,2875-2876,https://doi.org/10.1007/978-0-387-39940-9_485,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#Craswell09e,,,,,reference/db/2009,,,,
Ibrahim Abu El-Khair,Term Weighting.,,2009,3037-3040,"https://doi.org/10.1007/978-0-387-39940-9_943, https://www.wikidata.org/entity/Q57744758",,Encyclopedia of Database Systems,,,,,,db/reference/db/t.html#El-Khair09,,,,,reference/db/2009,,,,
Jaroslaw Szlichta,Order Dependency.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_80772,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/o2.html#Szlichta18,,,,,reference/db/2018,,,,
Kaladhar Voruganti,Storage Security.,,2009,2827-2829,https://doi.org/10.1007/978-0-387-39940-9_523,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#Voruganti09i,,,,,reference/db/2009,,,,
Valérie Gouet-Brunet,Image.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_1009,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/i2.html#Gouet-Brunet18,,,,,reference/db/2018,,,,
,SRM.,,2009,2768,https://doi.org/10.1007/978-0-387-39940-9_3673,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#X09xxde,,,,,reference/db/2009,,,,
Thomas Seidl 0001,Nearest Neighbor Classification.,,2009,1885-1890,https://doi.org/10.1007/978-0-387-39940-9_561,,Encyclopedia of Database Systems,,,,,,db/reference/db/n.html#Seidl09,,,,,reference/db/2009,,,,
"Chintan Patel, Chunhua Weng",Clinical Data and Information Models.,,2009,348-349,https://doi.org/10.1007/978-0-387-39940-9_55,,Encyclopedia of Database Systems,,,,,,db/reference/db/c.html#PatelW09,,,,,reference/db/2009,,,,
"Sara Bouchenak, Noel De Palma",Message Queuing Systems.,,2009,1716-1717,https://doi.org/10.1007/978-0-387-39940-9_1548,,Encyclopedia of Database Systems,,,,,,db/reference/db/m.html#BouchenakP09,,,,,reference/db/2009,,,,
Barbara Carminati,Digital Signatures.,,2009,830-835,https://doi.org/10.1007/978-0-387-39940-9_131,,Encyclopedia of Database Systems,,,,,,db/reference/db/d.html#Carminati09a,,,,,reference/db/2009,,,,
,Metadata Encoding and Transmission Standard.,,2009,1724,https://doi.org/10.1007/978-0-387-39940-9_3057,,Encyclopedia of Database Systems,,,,,,db/reference/db/m.html#X09xiq,,,,,reference/db/2009,,,,
,Scale-Up Databases.,,2009,2474,https://doi.org/10.1007/978-0-387-39940-9_3521,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#X09xyg,,,,,reference/db/2009,,,,
,Vertical Fragmentation.,,2009,3263,https://doi.org/10.1007/978-0-387-39940-9_3929,,Encyclopedia of Database Systems,,,,,,db/reference/db/v.html#X09xxlg,,,,,reference/db/2009,,,,
Bettina Kemme,Replicated Database Concurrency Control.,,2009,2390-2391,https://doi.org/10.1007/978-0-387-39940-9_311,,Encyclopedia of Database Systems,,,,,,db/reference/db/r.html#Kemme09c,,,,,reference/db/2009,,,,
Greg Speegle,Compensating Transactions.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_735,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/c2.html#Speegle18,,,,,reference/db/2018,,,,
Gustavo Alonso,Transactional Middleware.,,2009,3163-3166,https://doi.org/10.1007/978-0-387-39940-9_1541,,Encyclopedia of Database Systems,,,,,,db/reference/db/t.html#Alonso09,,,,,reference/db/2009,,,,
,Dynamic Integrity Constraints.,,2009,954,https://doi.org/10.1007/978-0-387-39940-9_2527,,Encyclopedia of Database Systems,,,,,,db/reference/db/d.html#X09rc,,,,,reference/db/2009,,,,
Christoph Koch 0001,Logical Foundations of Web Data Extraction.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_1155,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/l2.html#000118a,,,,,reference/db/2018,,,,
"Fausto Giunchiglia, Pavel Shvaiko, Mikalai Yatskevich",Semantic Matching.,,2009,2561-2566,https://doi.org/10.1007/978-0-387-39940-9_1044,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#GiunchigliaSY09,,,,,reference/db/2009,,,,
"Aman Kansal, Feng Zhao 0001",Data Fusion in Sensor Networks.,,2009,581-585,https://doi.org/10.1007/978-0-387-39940-9_101,,Encyclopedia of Database Systems,,,,,,db/reference/db/d.html#KansalZ09,,,,,reference/db/2009,,,,
Kaladhar Voruganti,Storage Grid.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_1463,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/s2.html#Voruganti18j,,,,,reference/db/2018,,,,
David Martin,Semantic Web Services.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_1321,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/s2.html#Martin18,,,,,reference/db/2018,,,,
,Mobile Ad hoc Network Databases.,,2009,1751,https://doi.org/10.1007/978-0-387-39940-9_3071,,Encyclopedia of Database Systems,,,,,,db/reference/db/m.html#X09xja,,,,,reference/db/2009,,,,
Kaladhar Voruganti,Logical Unit Number.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_527,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/l2.html#Voruganti18a,,,,,reference/db/2018,,,,
"Konstantinos Morfonios, Yannis E. Ioannidis",Snowflake Schema.,,2009,2665-2666,https://doi.org/10.1007/978-0-387-39940-9_889,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#MorfoniosI09a,,,,,reference/db/2009,,,,
,Predicate Calculus.,,2009,2129,https://doi.org/10.1007/978-0-387-39940-9_3315,,Encyclopedia of Database Systems,,,,,,db/reference/db/p.html#X09xrl,,,,,reference/db/2009,,,,
"Laura Chiticariu, Marina Danilevsky, Howard Ho, Rajasekar Krishnamurthy, Yunyao Li 0001, Sriram Raghavan, Frederick Reiss, Shivakumar Vaithyanathan, Huaiyu Zhu 0001",Web Information Extraction.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_459,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/w2.html#ChiticariuDHK0RRV018,,,,,reference/db/2018,,,,
,Protein-Protein Interaction Networks.,,2009,2202,https://doi.org/10.1007/978-0-387-39940-9_3353,,Encyclopedia of Database Systems,,,,,,db/reference/db/p.html#X09xsr,,,,,reference/db/2009,,,,
,Authentication Trees.,,2009,180,https://doi.org/10.1007/978-0-387-39940-9_2082,,Encyclopedia of Database Systems,,,,,,db/reference/db/a.html#X09bw,,,,,reference/db/2009,,,,
Maarten van Steen,WAN Data Replication.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_452,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/w2.html#Steen18,,,,,reference/db/2018,,,,
,Term Processing.,,2009,3035,https://doi.org/10.1007/978-0-387-39940-9_3786,,Encyclopedia of Database Systems,,,,,,db/reference/db/t.html#X09xxgs,,,,,reference/db/2009,,,,
"Christian S. Jensen, Richard T. Snodgrass",Absolute Time.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_1407,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/a2.html#JensenS18,,,,,reference/db/2018,,,,
Vilém Novák,Fuzzy Set Approach.,,2009,1210-1214,https://doi.org/10.1007/978-0-387-39940-9_564,,Encyclopedia of Database Systems,,,,,,db/reference/db/f.html#Novak09c,,,,,reference/db/2009,,,,
Marlon Dumas,Workflow Modeling.,,2009,3551-3557,https://doi.org/10.1007/978-0-387-39940-9_260,,Encyclopedia of Database Systems,,,,,,db/reference/db/w.html#Dumas09,,,,,reference/db/2009,,,,
Jingkuan Song,Indexing Techniques for Multimedia Data Retrieval.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_80631,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/i2.html#Song18c,,,,,reference/db/2018,,,,
,Semijoin Reducer.,,2009,2598,https://doi.org/10.1007/978-0-387-39940-9_3571,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#X09xzx,,,,,reference/db/2009,,,,
Michael Mitzenmacher,Bloom Filters.,,2009,252-255,https://doi.org/10.1007/978-0-387-39940-9_751,,Encyclopedia of Database Systems,,,,,,db/reference/db/b.html#Mitzenmacher09,,,,,reference/db/2009,,,,
Dan Suciu,Semi-Structured Query Languages.,,2009,2610-2612,https://doi.org/10.1007/978-0-387-39940-9_339,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#Suciu09b,,,,,reference/db/2009,,,,
Leonid Libkin,Expressive Power of Query Languages.,,2009,1081-1083,https://doi.org/10.1007/978-0-387-39940-9_1239,,Encyclopedia of Database Systems,,,,,,db/reference/db/e.html#Libkin09,,,,,reference/db/2009,,,,
,Intelligent Disks.,,2009,1551,https://doi.org/10.1007/978-0-387-39940-9_2876,,Encyclopedia of Database Systems,,,,,,db/reference/db/i.html#X09xcu,,,,,reference/db/2009,,,,
Daniel J. Abadi,Data Partitioning.,,2009,599-600,https://doi.org/10.1007/978-0-387-39940-9_688,,Encyclopedia of Database Systems,,,,,,db/reference/db/d.html#Abadi09,,,,,reference/db/2009,,,,
,CWM.,,2009,546,https://doi.org/10.1007/978-0-387-39940-9_4104,,Encyclopedia of Database Systems,,,,,,db/reference/db/c.html#X09km,,,,,reference/db/2009,,,,
,SPJRU-Algebra.,,2009,2752,https://doi.org/10.1007/978-0-387-39940-9_3672,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#X09xxdb,,,,,reference/db/2009,,,,
"Donghui Zhang, Vassilis J. Tsotras",I/O Model of Computation.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_752,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/i2.html#ZhangT18,,,,,reference/db/2018,,,,
"Vijay Khatri, Richard T. Snodgrass, Paolo Terenziani",Atelic Data.,,2009,142-143,https://doi.org/10.1007/978-0-387-39940-9_1530,,Encyclopedia of Database Systems,,,,,,db/reference/db/a.html#KhatriST09,,,,,reference/db/2009,,,,
"Ethan Zhang, Yi Zhang 0001",Precision.,,2009,2126,https://doi.org/10.1007/978-0-387-39940-9_480,,Encyclopedia of Database Systems,,,,,,db/reference/db/p.html#ZhangZ09c,,,,,reference/db/2009,,,,
,HCM.,,2009,1290,https://doi.org/10.1007/978-0-387-39940-9_2743,,Encyclopedia of Database Systems,,,,,,db/reference/db/h.html#X09yo,,,,,reference/db/2009,,,,
Chris Clifton,Individually Identifiable Data.,,2009,1471-1472,https://doi.org/10.1007/978-0-387-39940-9_1390,,Encyclopedia of Database Systems,,,,,,db/reference/db/i.html#Clifton09,,,,,reference/db/2009,,,,
Catherine Plaisant,Result Display.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_316,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/r2.html#Plaisant18,,,,,reference/db/2018,,,,
Stefano Levialdi,Icon.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_193,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/i2.html#Levialdi18,,,,,reference/db/2018,,,,
"Mirella M. Moro, Vassilis J. Tsotras",Sparse Index.,,2009,2680-2681,https://doi.org/10.1007/978-0-387-39940-9_759,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#MoroT09b,,,,,reference/db/2009,,,,
"Dan Suciu, Jayant R. Haritsa",XML Compression.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_783,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/x2.html#SuciuH18,,,,,reference/db/2018,,,,
,Connectionist Model.,,2009,449,https://doi.org/10.1007/978-0-387-39940-9_2274,,Encyclopedia of Database Systems,,,,,,db/reference/db/c.html#X09ih,,,,,reference/db/2009,,,,
Nick Craswell,Mean Reciprocal Rank.,,2009,1703,https://doi.org/10.1007/978-0-387-39940-9_488,,Encyclopedia of Database Systems,,,,,,db/reference/db/m.html#Craswell09a,,,,,reference/db/2009,,,,
,EHR.,,2009,963,https://doi.org/10.1007/978-0-387-39940-9_4107,,Encyclopedia of Database Systems,,,,,,db/reference/db/e.html#X09rn,,,,,reference/db/2009,,,,
,Identity-based Access Control.,,2009,1342,https://doi.org/10.1007/978-0-387-39940-9_2795,,Encyclopedia of Database Systems,,,,,,db/reference/db/i.html#X09xan,,,,,reference/db/2009,,,,
Graham Wills,Visualizing Hierarchical Data.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_1380,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/v2.html#Wills18,,,,,reference/db/2018,,,,
Patrick Th. Eugster,Interface.,,2009,1553-1557,https://doi.org/10.1007/978-0-387-39940-9_1176,,Encyclopedia of Database Systems,,,,,,db/reference/db/i.html#Eugster09,,,,,reference/db/2009,,,,
Nick Craswell,Precision-Oriented Effectiveness Measures.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_476,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/p2.html#Craswell18c,,,,,reference/db/2018,,,,
,Staged Database Systems.,,2009,2772,https://doi.org/10.1007/978-0-387-39940-9_3675,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#X09xxdg,,,,,reference/db/2009,,,,
"Li Zhang, Jian-Tao Sun",Text Generation.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_416,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/t2.html#ZhangS18,,,,,reference/db/2018,,,,
Michail Vlachos,Indexing and Similarity Search.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_615,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/i2.html#Vlachos18,,,,,reference/db/2018,,,,
,Relevance Propagation.,,2009,2382,https://doi.org/10.1007/978-0-387-39940-9_3460,,Encyclopedia of Database Systems,,,,,,db/reference/db/r.html#X09xwc,,,,,reference/db/2009,,,,
,Graph Layout.,,2009,1266,https://doi.org/10.1007/978-0-387-39940-9_2709,,Encyclopedia of Database Systems,,,,,,db/reference/db/g.html#X09xj,,,,,reference/db/2009,,,,
Theo Härder,Crash Recovery.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_88,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/c2.html#Harder18,,,,,reference/db/2018,,,,
,Adaptive Metric Techniques.,,2009,47,https://doi.org/10.1007/978-0-387-39940-9_2018,,Encyclopedia of Database Systems,,,,,,db/reference/db/a.html#X09x,,,,,reference/db/2009,,,,
Amnon Shabo,Clinical Document Architecture.,,2009,353-354,https://doi.org/10.1007/978-0-387-39940-9_59,,Encyclopedia of Database Systems,,,,,,db/reference/db/c.html#Shabo09,,,,,reference/db/2009,,,,
,Context-aware Interfaces.,,2009,474,https://doi.org/10.1007/978-0-387-39940-9_2284,,Encyclopedia of Database Systems,,,,,,db/reference/db/c.html#X09ir,,,,,reference/db/2009,,,,
Wee Hyong Tok,Distributed Deadlock Management.,,2009,899-903,https://doi.org/10.1007/978-0-387-39940-9_711,,Encyclopedia of Database Systems,,,,,,db/reference/db/d.html#Tok09,,,,,reference/db/2009,,,,
"Dongwon Lee 0001, Ting Yu",XML Access Control.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_790,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/x2.html#LeeY18,,,,,reference/db/2018,,,,
Keir Fraser,Software Transactional Memory.,,2009,2672-2673,https://doi.org/10.1007/978-0-387-39940-9_348,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#Fraser09,,,,,reference/db/2009,,,,
,Sequence Data Mining.,,2009,2619,https://doi.org/10.1007/978-0-387-39940-9_3587,,Encyclopedia of Database Systems,,,,,,db/reference/db/s.html#X09xxai,,,,,reference/db/2009,,,,
Evaggelia Pitoura,Query Plan.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_864,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/q2.html#Pitoura18e,,,,,reference/db/2018,,,,
,Information Repository.,,2009,1519,https://doi.org/10.1007/978-0-387-39940-9_2858,,Encyclopedia of Database Systems,,,,,,db/reference/db/i.html#X09xcf,,,,,reference/db/2009,,,,
Reagan W. Moore,Archiving Experimental Data.,,2009,132-135,https://doi.org/10.1007/978-0-387-39940-9_1287,,Encyclopedia of Database Systems,,,,,,db/reference/db/a.html#Moore09,,,,,reference/db/2009,,,,
,Topological Fabric.,,2009,3140,https://doi.org/10.1007/978-0-387-39940-9_3846,,Encyclopedia of Database Systems,,,,,,db/reference/db/t.html#X09xxir,,,,,reference/db/2009,,,,
Elizabeth S. Chen,"Data, Text, and Web Mining in Healthcare.",,2018,,https://doi.org/10.1007/978-1-4614-8265-9_94,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/d2.html#Chen18,,,,,reference/db/2018,,,,
"Stephen E. Fienberg, Jiashun Jin",Matrix Masking.,,2009,1698-1699,https://doi.org/10.1007/978-0-387-39940-9_1535,,Encyclopedia of Database Systems,,,,,,db/reference/db/m.html#FienbergJ09,,,,,reference/db/2009,,,,
,Indefinite Information.,,2009,1425,https://doi.org/10.1007/978-0-387-39940-9_2831,,Encyclopedia of Database Systems,,,,,,db/reference/db/i.html#X09xbn,,,,,reference/db/2009,,,,
,Geometric Data Types.,,2009,1239,https://doi.org/10.1007/978-0-387-39940-9_2684,,Encyclopedia of Database Systems,,,,,,db/reference/db/g.html#X09wq,,,,,reference/db/2009,,,,
Gösta Grahne,Certain (and Possible) Answers.,,2009,315-317,https://doi.org/10.1007/978-0-387-39940-9_1254,,Encyclopedia of Database Systems,,,,,,db/reference/db/c.html#Grahne09,,,,,reference/db/2009,,,,
Djoerd Hiemstra,N-Gram Models.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_935,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/n2.html#Hiemstra18a,,,,,reference/db/2018,,,,
,Data Anomalies.,,2009,557,https://doi.org/10.1007/978-0-387-39940-9_2341,,Encyclopedia of Database Systems,,,,,,db/reference/db/d.html#X09kt,,,reference/db/Do09,,reference/db/2009,,,,
"Daniel A. Keim, Peter Bak, Matthias Schäfer 0001",Dense Pixel Displays.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_1131,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/d2.html#KeimB018,,,,,reference/db/2018,,,,
"Jovan Pehcevski, Birger Larsen",Relevance.,,2009,2377-2378,https://doi.org/10.1007/978-0-387-39940-9_309,,Encyclopedia of Database Systems,,,,,,db/reference/db/r.html#PehcevskiL09,,,,,reference/db/2009,,,,
,Mini.,,2009,1748,https://doi.org/10.1007/978-0-387-39940-9_3065,,Encyclopedia of Database Systems,,,,,,db/reference/db/m.html#X09xiu,,,,,reference/db/2009,,,,
Nathaniel Palmer,Workflow Model.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_818,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/w2.html#Palmer18m,,,,,reference/db/2018,,,,
Peter A. Boncz,Processor Cache.,,2009,2195-2196,https://doi.org/10.1007/978-0-387-39940-9_684,,Encyclopedia of Database Systems,,,,,,db/reference/db/p.html#Boncz09c,,,,,reference/db/2009,,,,
"Christian S. Jensen, Richard T. Snodgrass",Weak Equivalence.,,2018,,https://doi.org/10.1007/978-1-4614-8265-9_1533,,Encyclopedia of Database Systems (2nd ed.),,,,,,db/reference/db/w2.html#JensenS18aa,,,,,reference/db/2018,,,,
